								
																	
ISBN	SELO	EDIÇÃO	VOLUME / SÉRIE	DISCIPLINA	SEGMENTO	COLEÇÃO	OBRA	AUTOR									
9788502032217	SARAIVA	7			Literatura Infantil	JABUTI	GUARDADOR DE PALAVRAS, O	MARINA PECHLIVANIS									
9788502027848	SARAIVA	2			Literatura Infantil	JABUTI	HISTÓRIAS PARA PENSAR COM A BARRIGA	MARILIA PACHECO FIORILLO									
9788502044012	SARAIVA	2			Literatura Infantil	JABUTI	HISTORINHAS DA VOVÓ	ELOYNA SALGADO RIBEIRO									
9788502035959	SARAIVA	3			Literatura Infantil	JABUTI	LIVRO DOS DISPARATES - COM OS LIMERIQUES DA TATIANA, O	TATIANA BELINKY									
9788502037113	SARAIVA	3			Literatura Infantil	JABUTI	MENINA DE ARRET, A 	GISELDA LAPORTA NICOLELIS									
9788502036260	SARAIVA	4			Literatura Infantil	JABUTI	OBRIGADO, QUERIDO DEUS	TELMA GUIMARÃES CASTRO ANDRADE									
9788502036536	SARAIVA	3			Literatura Infantil	JABUTI	OGRO	TATIANA BELINKY									
9788502035812	SARAIVA	7			Literatura Infantil	JABUTI	OLHANDO PARA DENTRO	ALINA PERLMAN									
9788502038752	SARAIVA	2			Literatura Infantil	JABUTI	PALAVRA DE BICICLETA	ALAN OLIVEIRA									
9788502047693	SARAIVA	1			Literatura Infantil	JABUTI	POEMAS AVOADOS	LEO CUNHA									
9788502030329	SARAIVA	2			Literatura Infantil	JABUTI	POEMAS LAMBUZADOS	LEO CUNHA									
9788502041745	SARAIVA	3			Literatura Infantil	JABUTI	QUANDO VOVÔ VIROU BORBOLETA	LUIZ GALDINO									
9788502041394	SARAIVA	3			Literatura Infantil	JABUTI	QUEM CONTA UM CONTO AUMENTA UM PONTO	RAIMUNDO MATOS DE LEÃO									
9788502077737	SARAIVA	7			Literatura Infantil	JABUTI	QUERIDO DEUS	TELMA GUIMARÃES CASTRO ANDRADE									
9788502033870	SARAIVA	4			Literatura Infantil	JABUTI	SUMIÇO DAS PALAVRAS, O	NELSON DE OLIVEIRA									
9788502039056	SARAIVA	2			Literatura Infantil	JABUTI	TESOURO DA SERRA DO BEM-BEM, O	FLÁVIO JOSÉ CARDOZO									
9788502047778	SARAIVA	1			Literatura Infantil	JABUTI	VERDES VERSOS	DIONISIO JACOB									
9788502033825	SARAIVA	2			Literatura Infantil	JABUTI	VOO DO COBERTOR ESFIAPADO, O	MARILIA PACHECO FIORILLO									
9788502219137	SARAIVA	1			Literatura Juvenil	AVULSO	CARA DA RUA E OUTRAS CRÔNICAS, A 	MARCELO XAVIER									
9788502634794	SARAIVA	1			Literatura Juvenil	AVULSO	CRÔNICAS DE FIORELLA, AS 	VANESSA MARTINELLI									
9788502023987	SARAIVA	5			Literatura Juvenil	AVULSO	FUTURO FEITO À MÃO	LEONARDO CHIANCA, JANUÁRIA CRISTINA ALVES, ROSANA RIOS, GISELDA LAPORTA NICOLELIS, RICARDO GOUVEIA									
9788502634770	SARAIVA	1			Literatura Juvenil	AVULSO	MINHA VIDA É UM BLOG ABERTO	ELIKA TAKIMOTO									
9788502634787	SARAIVA	1			Literatura Juvenil	AVULSO	TEMPO DE CHUVA	CARLOS ALMEIDA									
9788502067158	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	ALBERTO CAEIRO - POEMAS COMPLETOS	FERNANDO PESSOA									
9788502065673	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	ALIENISTA, O	MACHADO DE ASSIS									
9788502079373	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	AMOR DE PERDIÇÃO	CAMILO CASTELO BRANCO									
9788502059542	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	ASSASSINATOS NA RUA MORGUE E OUTRAS HISTÓRIAS	EDGAR ALLAN POE									
9788502079397	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	ATENEU, O	RAUL POMPEIA									
9788502072855	SARAIVA	2			Literatura Juvenil	CLÁSSICOS SARAIVA	AUTO DA BARCA DO INFERNO	GIL VICENTE									
9788502079434	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	BRÁS, BEXIGA E BARRA FUNDA	ALCÂNTARA MACHADO									
9788502059580	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	CORONEL CHABERT, O	HONORÉ DE BALZAC									
9788502072893	SARAIVA	2			Literatura Juvenil	CLÁSSICOS SARAIVA	CORTIÇO, O	ALUÍSIO AZEVEDO									
9788502079823	SARAIVA	2			Literatura Juvenil	CLÁSSICOS SARAIVA	DOM CASMURRO	MACHADO DE ASSIS									
9788502094949	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	ESAÚ E JACÓ	MACHADO DE ASSIS									
9788502072817	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	ESCRAVA ISAURA, A 	BERNARDO GUIMARÃES									
9788502079335	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	GUARANI, O	JOSÉ DE ALENCAR									
9788502079410	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	INOCÊNCIA	VISCONDE DE TAUNAY									
9788502059641	SARAIVA	2			Literatura Juvenil	CLÁSSICOS SARAIVA	IRACEMA	JOSÉ DE ALENCAR									
9788502094901	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	LUSÍADAS, OS	LUÍS DE CAMÕES									
9788502094864	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	MACÁRIO  E NOITE NA TAVERNA	ÁLVARES DE AZEVEDO									
9788502094925	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	MÉDICO E O MONSTRO, O	MACHADO DE ASSIS									
9788502059603	SARAIVA	2			Literatura Juvenil	CLÁSSICOS SARAIVA	MEMÓRIAS DE UM SARGENTO DE MILÍCIAS	MANUEL ANTÔNIO DE ALMEIDA									
9788502082199	SARAIVA	2			Literatura Juvenil	CLÁSSICOS SARAIVA	MEMÓRIAS PÓSTUMAS DE BRÁS CUBAS	MACHADO DE ASSIS									
9788502094840	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	MENSAGEM	FERNANDO PESSOA									
9788502072916	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	MORENINHA, A 	JOAQUIM MANUEL DE MACEDO									
9788502094888	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	MULATO, O	ALUÍSIO AZEVEDO									
9788502067172	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	NAVIO NEGREIRO E OUTROS POEMAS, O	CASTRO ALVES									
9788502072879	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	NOVIÇO, O	MARTINS PENA									
9788502059627	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	PRIMO BASÍLIO, O	EÇA DE QUEIRÓS									
9788502079359	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	QUINCAS BORBA	MACHADO DE ASSIS									
9788502067134	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	SENHORA	JOSÉ DE ALENCAR									
9788502067219	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	TREVAS E OUTROS POEMAS, AS 	LORD BYRON									
9788502067196	SARAIVA	1			Literatura Juvenil	CLÁSSICOS SARAIVA	TRISTE FIM DE POLICARPO QUARESMA	LIMA BARRETO									
9788502205543	SARAIVA	1			Literatura Juvenil	HQ SARAIVA	ANJO CAÍDO EM QUATRO CLÁSSICOS DA LITERATURA UNIVERSAL, O	ROGÉRIO SOUD									
9788502176447	SARAIVA	1			Literatura Juvenil	HQ SARAIVA	AVENTURAS DE MARK TWAIN E TOM SAWYER, AS	EDUARDO VETILLO, WALTER VETILLO									
9788502105669	SARAIVA	1			Literatura Juvenil	HQ SARAIVA	FERNANDO PESSOA E OUTROS PESSOAS	ELOAR GUAZZELLI, DAVI FAZZOLARI									
9788502629240	SARAIVA	1			Literatura Juvenil	HQ SARAIVA	LABIRINTO	IVAN JAF, RODRIGO ROSA									
9788502128453	SARAIVA	1			Literatura Juvenil	HQ SARAIVA	LEONARDINHO - MEMÓRIAS DO PRIMEIRO MALANDRO BRASILEIRO	WALTER PAX, VICENTE CASTRO									
9788502079458	SARAIVA	6			Literatura Juvenil	JABUTI	ADEUS, ESCOLA	LINO DE ALBERGARIA									
9788502133884	SARAIVA	1			Literatura Juvenil	JABUTI	ADIVINHADOR, O	DANIEL FUNES, SANDRA MELLO									
9788502079472	SARAIVA	3			Literatura Juvenil	JABUTI	AMAZÔNIA	ALAN OLIVEIRA									
9788502095786	SARAIVA	1			Literatura Juvenil	JABUTI	ANARQUISTA NO SOTÃO, UM	IVAN JAF									
9788502038097	SARAIVA	3			Literatura Juvenil	JABUTI	ANJOS DO MAR - O TESOURO DA ILHA DOS GOLFINHOS	LUIZ ROBERTO GUEDES									
9788502028586	SARAIVA	6			Literatura Juvenil	JABUTI	APRENDENDO A VIVER	JÚLIO EMÍLIO BRAZ									
9788502095748	SARAIVA	1			Literatura Juvenil	JABUTI	AQUI DENTRO HÁ UM LONGE IMENSO	AIRTON ORTIZ, CARLOS URBIM, CHRISTINA DIAS, SERGIO NAPP, LUIZ PAULO FACCIOLI, MARIA DE NAZARETH AGRA HASSEN									
9788502041356	SARAIVA	2			Literatura Juvenil	JABUTI	ARTISTA NA PONTE NUM DIA DE CHUVA E NEBLINA, O	STELA MARIS REZENDE									
9788502042308	SARAIVA	1			Literatura Juvenil	JABUTI	AVENTURA NA FRANÇA	SILVIA CINTRA FRANCO									
9788502032804	SARAIVA	4			Literatura Juvenil	JABUTI	AWANKANA, O SEGREDO DA MÚMIA INCA	GISELDA LAPORTA NICOLELIS, GANYMÉDES JOSÉ									
9788502033849	SARAIVA	1			Literatura Juvenil	JABUTI	BALÃO CAINDO PERTO DE NÓS, UM 	RIZZATO NUNES									
9788502025561	SARAIVA	5			Literatura Juvenil	JABUTI	BALEIAS NÃO DIZEM ADEUS	ALAN OLIVEIRA									
9788502081932	SARAIVA	6			Literatura Juvenil	JABUTI	BILHETINHOS	JÚLIO EMÍLIO BRAZ									
9788502081956	SARAIVA	4			Literatura Juvenil	JABUTI	BLOG DA MARINA, O	JANAÍNA VIEIRA, JÚLIO EMÍLIO BRAZ 									
9788502081970	SARAIVA	4			Literatura Juvenil	JABUTI	BOA DE GARFO E OUTROS CONTOS	LUIZ VILELA									
9788502205703	SARAIVA	1			Literatura Juvenil	JABUTI	BONEQUEIRO DE SUCATA, O	ELIANA MARTINS									
9788502171930	SARAIVA	1			Literatura Juvenil	JABUTI	BORBOLETAS NA CHUVA	NEUSA SORRENTI									
9788502030701	SARAIVA	4			Literatura Juvenil	JABUTI	BOTÃO GRENÁ, O	LUANA VON LINSINGEN, ROSANA RIOS									
9788502027886	SARAIVA	6			Literatura Juvenil	JABUTI	BRAÇOABRAÇO	RAIMUNDO MATOS DE LEÃO									
9788502018280	SARAIVA	10			Literatura Juvenil	JABUTI	CADERNO DE SEGREDOS	LINO DE ALBERGARIA									
9788502038202	SARAIVA	4			Literatura Juvenil	Jabuti	CARREGO NO PEITO	FERNANDO VAZ									
9788502032828	SARAIVA	3			Literatura Juvenil	JABUTI	CARTA DO PIRATA FRANCÊS, A 	ROGÉRIO ANDRADE BARBOSA									
9788502022324	SARAIVA	4			Literatura Juvenil	JABUTI	CASA DE HANS KUNST, A 	LUANA VON LINSINGEN									
9788502081994	SARAIVA	2			Literatura Juvenil	JABUTI	CAVALEIRO DAS PALAVRAS, O	LUIZ ANTONIO AGUIAR									
9788502019454	SARAIVA	3			Literatura Juvenil	JABUTI	CÉRBERO, O NAVIO DO INFERNO	LUIZ ANTONIO AGUIAR									
9788502071858	SARAIVA	1			Literatura Juvenil	JABUTI	CHARADAS PARA QUALQUER SHERLOCK	ANGELA LEITE DE SOUZA									
9788502084087	SARAIVA	4			Literatura Juvenil	JABUTI	CHICO, EDU E O NONO ANO	LINO DE ALBERGARIA									
9788502047792	SARAIVA	1			Literatura Juvenil	JABUTI	CLUBE DOS LEITORES DE HISTÓRIAS TRISTES	LOURENÇO CAZARRÉ									
9788502079496	SARAIVA	4			Literatura Juvenil	JABUTI	COM O CORAÇÃO DO OUTRO LADO DO MUNDO	TÂNIA ALEXANDRE MARTINELLI									
9788502171961	SARAIVA	1			Literatura Juvenil	JABUTI	CONQUISTA DA VIDA, A 	GISELDA LAPORTA NICOLELIS									
9788502066984	SARAIVA	1			Literatura Juvenil	JABUTI	CONTOS CAIPIRAS	V. J. PALAORO									
9788502033269	SARAIVA	1			Literatura Juvenil	JABUTI	DA COSTA DO OURO	RAIMUNDO MATOS DE LEÃO									
9788502015234	SARAIVA	7			Literatura Juvenil	JABUTI	DA MATÉRIA DOS SONHOS	ROSANA RIOS									
9788502023604	SARAIVA	8			Literatura Juvenil	JABUTI	DE PARIS, COM AMOR	LINO DE ALBERGARIA									
9788502095700	SARAIVA	1			Literatura Juvenil	JABUTI	DE SONHAR TAMBÉM SE VIVE...	GISELDA LAPORTA NICOLELIS									
9788502050877	SARAIVA	1			Literatura Juvenil	JABUTI	DEBAIXO DA INGAZEIRA DA PRAÇA	TÂNIA ALEXANDRE MARTINELLI									
9788502045637	SARAIVA	1			Literatura Juvenil	JABUTI	DELICADEZAS DO ESPANTO	SERGIO NAPP									
9788502020009	SARAIVA	5			Literatura Juvenil	JABUTI	DESAFIOS DO REBELDE, OS	ASSIS BRASIL									
9788502069657	SARAIVA	1			Literatura Juvenil	JABUTI	DESAFIOS NAS MISSÕES	MANUEL FILHO									
9788502082014	SARAIVA	2			Literatura Juvenil	JABUTI	DESPREZADOS F.C.	JÚLIO EMÍLIO BRAZ									
9788502019492	SARAIVA	5			Literatura Juvenil	JABUTI	DEUSA DA MINHA RUA, A 	CARLOS FELIPE MOISÉS									
9788502205673	SARAIVA	1			Literatura Juvenil	JABUTI	DEVEZENQUANDÁRIO DE LEILA ROSA CANGUÇU	LOURENÇO CAZARRÉ									
9788502017092	SARAIVA	8			Literatura Juvenil	JABUTI	DIA DE MATAR!, UM	NATALINO MARTINS									
9788502047198	SARAIVA	1			Literatura Juvenil	JABUTI	DÚVIDAS, SEGREDOS E DESCOBERTAS	HELENA CAROLINA									
9788502030626	SARAIVA	4			Literatura Juvenil	JABUTI	É TUDO MENTIRA	FERNANDO VAZ									
9788502082076	SARAIVA	3			Literatura Juvenil	JABUTI	E-MAIL EM VERMELHO, UM	ELIANA MARTINS, MANUEL FILHO									
9788502050792	SARAIVA	1			Literatura Juvenil	JABUTI	ENIGMA DOS CHIMPANZÉS, O	ROGÉRIO ANDRADE BARBOSA									
9788502027923	SARAIVA	2			Literatura Juvenil	JABUTI	ENQUANTO MEU AMOR NÃO VEM	ISABEL VIEIRA, JANUÁRIA CRISTINA ALVES, JORGE MIGUEL MARINHO, LUIZ GALDINO, MÁRCIA LEITE, VIVINA DE ASSIS VIANA									
9788502205642	SARAIVA	1			Literatura Juvenil	JABUTI	ESCANDALOSO TEATRO DAS VIRTUDES, O	MARCO TÚLIO COSTA									
9788502079519	SARAIVA	8			Literatura Juvenil	JABUTI	ESPELHO MALDITO	GISELDA LAPORTA NICOLELIS									
9788502132948	SARAIVA	1			Literatura Juvenil	JABUTI	ESTAVA NASCENDO O DIA EM QUE CONHECERIAM O MAR	LOURENÇO CAZARRÉ									
9788502033290	SARAIVA	1			Literatura Juvenil	JABUTI	ESTRANHO DR. PIMENTA, O	FERNANDO VAZ									
9788502083844	SARAIVA	1			Literatura Juvenil	JABUTI	FACE OCULTA, A - UMA HISTÓRIA DE BULLYING E CYBERBULLYING	MARIA TEREZA MALDONADO									
9788502020306	SARAIVA	5			Literatura Juvenil	JABUTI	FANTASMAS	ANTONIO CARLOS NEVES									
9788502032859	SARAIVA	3			Literatura Juvenil	JABUTI	FANTASMAS DA RUA DO CANTO, OS	LUCI GUIMARÃES WATANABE									
9788502030749	SARAIVA	4			Literatura Juvenil	JABUTI	FIRME COMO BOIA	ROBERTO JENKINS DE LEMOS									
9788502038912	SARAIVA	1			Literatura Juvenil	JABUTI	FLORESTANIA - A CIDADANIA DOS POVOS DA FLORESTA	MARIA TEREZA MALDONADO									
9788502082090	SARAIVA	11			Literatura Juvenil	JABUTI	FURO DE REPORTAGEM	ROBERTO JENKINS DE LEMOS									
9788502050853	SARAIVA	1			Literatura Juvenil	JABUTI	GOLEIRO LELETA E OUTRAS FASCINANTES HISTÓRIAS DE FUTEBOL, O	CYRO DE MATTOS									
9788502079533	SARAIVA	2			Literatura Juvenil	JABUTI	GUERRA DAS SABIDAS CONTRA OS ATLETAS VAGAIS, A 	MARGARIDA PATRIOTA									
9788502079557	SARAIVA	11			Literatura Juvenil	JABUTI	HISTÓRIA DE LALO, A 	JÚLIO EMÍLIO BRAZ									
9788502079571	SARAIVA	4			Literatura Juvenil	JABUTI	HISTÓRIAS DO MUNDO QUE SE FOI (E OUTRAS HISTÓRIAS)	CYRO DE MATTOS									
9788502025387	SARAIVA	6			Literatura Juvenil	JABUTI	HOMEM QUE NÃO TEIMAVA, O	BARIANI ORTENCIO									
9788502083950	SARAIVA	1			Literatura Juvenil	JABUTI	ILHADOS - TRATADO SOBRE GURIS	LOURENÇO CAZARRÉ									
9788502066960	SARAIVA	1			Literatura Juvenil	JABUTI	INGÊNUO? NEM TANTO...	BARIANI ORTENCIO									
9788502032880	SARAIVA	3			Literatura Juvenil	JABUTI	JANELA PARA O CRIME, UMA	CLODER RIVAS MARTOS									
9788502082113	SARAIVA	4			Literatura Juvenil	JABUTI	JEITÃO DA TURMA, O	ALINA PERLMAN									
9788502079595	SARAIVA	4			Literatura Juvenil	JABUTI	LELÉ DA CUCA, DETETIVE ESPECIAL	ANTONIO CARLOS VILELA									
9788502225114	SARAIVA	1			Literatura Juvenil	JABUTI	LEO NA CORDA BAMBA	TÂNIA ALEXANDRE MARTINELLI									
9788502082137	SARAIVA	6			Literatura Juvenil	JABUTI	LIA E O SÉTIMO ANO	LINO DE ALBERGARIA									
9788502023963	SARAIVA	5			Literatura Juvenil	JABUTI	LIBERDADE VIRTUAL	SYLVIO GONÇALVES									
9788502023567	SARAIVA	1			Literatura Juvenil	JABUTI	LOBO, LOBÃO, LOBISOMEM	LUIZ ROBERTO GUEDES									
9788502083998	SARAIVA	1			Literatura Juvenil	JABUTI	LUANA CARRANCA, UMA HISTÓRIA DO FIM DO MUNDO	TADEU PEREIRA									
9788502082151	SARAIVA	7			Literatura Juvenil	JABUTI	MACHADO E JUCA	LUIZ ANTONIO AGUIAR									
9788502133846	SARAIVA	1			Literatura Juvenil	JABUTI	MÁGICA PARA CEGOS — CONTOS E CONTRACONTOS	MARCO TÚLIO COSTA									
9788502083875	SARAIVA	4			Literatura Juvenil	JABUTI	MÁRIKA E O OITAVO ANO	LINO DE ALBERGARIA									
9788502027862	SARAIVA	4			Literatura Juvenil	JABUTI	MARÍLIA, MAR E ILHA	ROSANA RIOS									
9788502039124	SARAIVA	1			Literatura Juvenil	JABUTI	MATARAM NOSSO ZAGUEIRO	CLODER RIVAS MARTOS									
9788502036246	SARAIVA	2			Literatura Juvenil	JABUTI	MATÉRIA DE DELICADEZA	STELA MARIS REZENDE									
9788502079618	SARAIVA	5			Literatura Juvenil	JABUTI	MELHORES DIAS VIRÃO	GISELDA LAPORTA NICOLELIS									
9788502204652	SARAIVA	1			Literatura Juvenil	JABUTI	MEMÓRIAS MAL-ASSOMBRADAS DE UM FANTASMA CANHOTO	LUIZ ANTONIO AGUIAR									
9788502049659	SARAIVA	1			Literatura Juvenil	JABUTI	MENINO E O MAR, O	LINO DE ALBERGARIA									
9788502082175	SARAIVA	7			Literatura Juvenil	JABUTI	MIGUEL E O SEXTO ANO	LINO DE ALBERGARIA									
9788502043473	SARAIVA	1			Literatura Juvenil	JABUTI	MINHA QUERIDA FILHINHA	CLODER RIVAS MARTOS									
9788502205611	SARAIVA	1			Literatura Juvenil	JABUTI	MIOPIA E OUTROS CONTOS INSÓLITOS	TADEU PEREIRA									
9788502033542	SARAIVA	2			Literatura Juvenil	JABUTI	MISTÉRIO DE ÍCARO, O	ROSANE ALBERT									
9788502079632	SARAIVA	12			Literatura Juvenil	JABUTI	MISTÉRIO MORA AO LADO, O	GISELDA LAPORTA NICOLELIS									
9788502040632	SARAIVA	2			Literatura Juvenil	JABUTI	MOCHILA, A 	ROBERTO JENKINS DE LEMOS									
9788502030343	SARAIVA	2			Literatura Juvenil	JABUTI	MOTORISTA QUE CONTAVA ASSUSTADORAS HISTÓRIAS DE AMOR, O	LOURENÇO CAZARRÉ									
9788502043992	SARAIVA	1			Literatura Juvenil	JABUTI	NA MESMA SINTONIA	DIANA NORONHA									
9788502035669	SARAIVA	3			Literatura Juvenil	JABUTI	NA TRILHA DO MAMUTE	ROGÉRIO ANDRADE BARBOSA									
9788502079656	SARAIVA	21			Literatura Juvenil	JABUTI	NÃO SE ESQUECAM DA ROSA	GISELDA LAPORTA NICOLELIS									
9788502050471	SARAIVA	1			Literatura Juvenil	JABUTI	NOS PASSOS DA DANÇA	MARIA TEREZA MALDONADO									
9788502045668	SARAIVA	1			Literatura Juvenil	JABUTI	OH, CORAÇÃO!	ROBERTO JENKINS DE LEMOS									
9788502072978	SARAIVA	2			Literatura Juvenil	JABUTI	OUTROS QUINHENTOS	MARCELO BIZERRIL									
9788502083936	SARAIVA	1			Literatura Juvenil	JABUTI	PERSEGUIÇÃO	TÂNIA ALEXANDRE MARTINELLI									
9788502027121	SARAIVA	3			Literatura Juvenil	JABUTI	PORTA A PORTA	ROSEANA MURRAY, SUZANA VARGAS									
9788502017108	SARAIVA	6			Literatura Juvenil	JABUTI	PORTA DO MEU CORAÇÃO, A 	TELMA GUIMARÃES CASTRO ANDRADE									
9788502018785	SARAIVA	3			Literatura Juvenil	JABUTI	PRIMAVER POP	RAIMUNDO MATOS DE LEÃO									
9788502072930	SARAIVA	1			Literatura Juvenil	JABUTI	PRIMEIRO AMOR	ROBERTO JENKINS DE LEMOS									
9788502032842	SARAIVA	2			Literatura Juvenil	JABUTI	QUE TAL PASSAR UM ANO EM UM PAÍS ESTRANGEIRO?	DIANA NORONHA									
9788502079670	SARAIVA	5			Literatura Juvenil	JABUTI	QUERO SER BELO	TÂNIA ALEXANDRE MARTINELLI									
9788502033245	SARAIVA	7			Literatura Juvenil	JABUTI	REDES SOLIDÁRIAS	MARIA TEREZA MALDONADO									
9788502095762	SARAIVA	4			Literatura Juvenil	JABUTI	REPORTAGEM MORTAL	JORGE FERNANDO DOS SANTOS									
9788502079694	SARAIVA	3			Literatura Juvenil	JABUTI	RISO DA MORTE, O	LUCI GUIMARAES WATANABE									
9788502154582	SARAIVA	9			Literatura Juvenil	JABUTI	ROMEU@JULIETA.COM.BR	TELMA GUIMARÃES CASTRO ANDRADE									
9788502015241	SARAIVA	8			Literatura Juvenil	JABUTI	RUA 46	JÚLIO EMÍLIO BRAZ, SILVANA PIMENTEL BATISTA									
9788502079731	SARAIVA	10			Literatura Juvenil	JABUTI	SABOR DE VITÓRIA	FERNANDO VAZ									
9788502634978	SARAIVA	1			Literatura Juvenil	JABUTI	SAMBAS DOS CORAÇÕES PARTIDOS, OS 	MARIA TEREZA MALDONADO									
9788502133860	SARAIVA	1			Literatura Juvenil	JABUTI	SAVANAS	MARCELO BIZERRIL									
9788502026469	SARAIVA	1			Literatura Juvenil	JABUTI	SEGREDO DE ESTADO	ANTONIETA DIAS DE MORAES									
9788502015029	SARAIVA	5			Literatura Juvenil	JABUTI	SENDO O QUE SE É	ROBERTO JENKINS DE LEMOS									
9788502038875	SARAIVA	7			Literatura Juvenil	JABUTI	SETE CASOS DO DETETIVE XULÉ	ULISSES TAVARES									
9788502033047	SARAIVA	12			Literatura Juvenil	JABUTI	SÓ ENTRE NÓS	JÚLIO EMÍLIO BRAZ, JANAINA VIEIRA									
9788502028319	SARAIVA	3			Literatura Juvenil	JABUTI	SÓ NÃO VENHA DE CALÇA BRANCA	ULISSES TAVARES									
9788502074965	SARAIVA	1			Literatura Juvenil	JABUTI	SOFIA E OUTROS CONTOS	LUIZ VILELA									
9788502062375	SARAIVA	2			Literatura Juvenil	JABUTI	SOL É TESTEMUNHA, O	GISELDA LAPORTA NICOLELIS									
9788502030350	SARAIVA	4			Literatura Juvenil	JABUTI	SOPRO DE ESPERANÇA, UM	ROGÉRIO ANDRADE BARBOSA									
9788502095724	SARAIVA	1			Literatura Juvenil	JABUTI	SORVETERIA, A - HISTÓRIAS PARA REFRESCAR A ALMA	TADEU PEREIRA									
9788502023581	SARAIVA	5			Literatura Juvenil	JABUTI	SURPRESAS DA VIDA	JAIR VITÓRIA									
9788502049635	SARAIVA	1			Literatura Juvenil	JABUTI	TÁLI	GISELDA LAPORTA NICOLELIS									
9788502072954	SARAIVA	1			Literatura Juvenil	JABUTI	TANTO FAZ	ALAN OLIVEIRA									
9788502083974	SARAIVA	1			Literatura Juvenil	JABUTI	TIGRE NA CAVERNA, O	GISELDA LAPORTA NICOLELIS									
9788502079755	SARAIVA	2			Literatura Juvenil	JABUTI	TRAMA PERFEITA,UMA 	LUCI GUIMARÃES WATANABE									
9788502038899	SARAIVA	2			Literatura Juvenil	JABUTI	TREM PARA OUTRO (?) MUNDO, UM	LAURA BERGALLO									
9788502040014	SARAIVA	2			Literatura Juvenil	JABUTI	TRIÂNGULO DE FOGO	CARLOS AUGUSTO SEGATO, GISELDA LAPORTA NICOLELIS, ROSANA RIOS									
9788502171992	SARAIVA	1			Literatura Juvenil	JABUTI	ÚLTIMA FLOR DE ABRIL, A 	ALEXANDRE AZEVEDO, CARLOS AUGUSTO SEGATO									
9788502225138	SARAIVA	1			Literatura Juvenil	JABUTI	U'YARA, RAINHA AMAZONA	MARGARIDA PATRIOTA									
9788502131361	SARAIVA	1			Literatura Juvenil	JABUTI	VIDA NO ESCURO, A 	TÂNIA ALEXANDRE MARTINELLI									
9788502058460	SARAIVA	9			Literatura Juvenil	JABUTI	VIVA A POESIA VIVA	ULISSES TAVARES									
9788502025608	SARAIVA	5			Literatura Juvenil	JABUTI	VIVER MELHOR	MARIA TEREZA MALDONADO									
9788502015098	SARAIVA	7			Literatura Juvenil	JABUTI	YAKIMA, O MENINO ONÇA	ASSIS BRASIL									
9788502079786	SARAIVA	4			Literatura Juvenil	JABUTI	ZERO A ZERO	TADEU PEREIRA									
9788526285545	SCIPIONE	1			Informativo Infantil	AVULSO	LIVRO DAS COMBINAÇÕES: QUANDO UM PAIS JOGA JUNTO, O 	MARIO RUI FELICIANI									
9788526230231	SCIPIONE	1			Informativo Infantil	COMO SERIA SUA VIDA?	COMO SERIA SUA VIDA NA GRÉCIA ANTIGA?	FIONA MACDONALD									
9788526231634	SCIPIONE	2			Informativo Infantil	COMO SERIA SUA VIDA?	COMO SERIA SUA VIDA NA IDADE MÉDIA?	FIONA MACDONALD									
9788526230224	SCIPIONE	1			Informativo Infantil	COMO SERIA SUA VIDA?	COMO SERIA SUA VIDA NA ROMA ANTIGA?	ANITA GANERI									
9788526230248	SCIPIONE	1			Informativo Infantil	COMO SERIA SUA VIDA?	COMO SERIA SUA VIDA NO ANTIGO EGITO?	JACQUELINE MORLEY									
9788526246751	SCIPIONE	1			Informativo Infantil	MEU CORPO	ESTOU EM FORMA?	CLAIRE LLEWELLYN, MIKE GORDON									
9788526246775	SCIPIONE	1			Informativo Infantil	MEU CORPO	POR QUE DEVO ME LAVAR?	CLAIRE LLEWELLYN, MIKE GORDON									
9788526280410	SCIPIONE	1			Informativo Infantil	MILAGRES DA NATUREZA	ERA UMA VEZ UM GIRINO	JUDITH ANDERSON									
